id,picture,name,price,authority,date,controller,articleViolated,type,source,summary
454,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,4000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),11/23/2020,Vodafone România SA,"Art. 12 GDPR, Art. 15 GDPR, Art. 17 GDPR",Non-compliance with subjects' rights protection safeguards,,"Several clients complained to the Romanian DPA (ANSPDCP) that Vodafone refused to respond to their requests for access and erasure of data. Moreover, the data controller could not offer any evidence for exoneration."
455,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,5000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),11/24/2020,Dada Creation S.R.L. ,"Art. 32 GDPR, Art. 33 GDPR",Failure to implement sufficient measures to ensure information security,,"The company disclosed the delivery, order, and personal data of more than 1000 customers on its webstore, in a document that could be downloaded and accessed without access protection. This is a clear result of the inadequate organizational and technical measures taken. Moreover, the company also did not notify the data protection authority of this data breach."
456,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,100000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),12/17/2020,Banca Transilvania SA,"Art. 5 (1) f) GDPR, Art. 32 (1), (2) GDPR",Non-compliance with lawful basis for data processing,,"Banca Transilvania was fined EUR 100,000 by the Romanian DPA (ANSPDCP) for violating Art. 5 (1) f) GDPR, Art 32 (1) GDPR, and Art. 32 (2) GDPR. The DPA found out that the bank asked a customer to declare the intended purpose and use of a specific amount of money withdrawn from their personal account. The statement was submitted to the bank online, and it was forwarded to a couple of employees of the bank. One of the employees took a picture of the declaration and forwarded it via WhatsApp. Then, the document was also posted on Facebook and another website. Therefore, this resulted in the unauthorized disclosure and access of personal data concerning four data subjects, despite the bank’s commitment to observe the principles of integrity and confidentiality of personal data, under Art. 5 (1) f) GDPR. The Data Protection Authority also noticed that this data breach showcased how under-trained the Bank’s employees were with regard to the standards for data protection. The DPA obliged the Bank to implement stricter and more rigorous technical and organizational measures, as well as trainings for its employees, under Art. 32 GDPR."
457,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,2000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),12/22/2020,S.C. C&V Water Control S.A. ,"Art. 58 (1) a), e) GDPR, Art. 58 (2) i) GDPR",Failure to comply with Data Processing Authority's orders,,"The company failed to comply with the Romanian Data Protection Authority’s requests for information, thus violating Art. 58 (1) a), e) GDPR and Art. 58 i) GDPR."
458,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,1000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),12/29/2020,Qualitance QBS SA,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,,"Qualitance QBS SA was fined EUR 1,000 by the Romanian DPA because it violated Art. 32 GDPR. The company sent information to 295 individuals by email, where it disclosed email addresses of all the other recipients. The ANSPDCP noticed that the company had not taken adequate security and organizational measures that would have ensured the confidentiality of the data subject’s personal data."
459,https://www.privacyaffairs.com/wp-content/uploads/2019/10/romania.svg,Romania,3000,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),12/30/2020,ING Bank,"Art. 5 (1) a)-d) GDPR, Art. 6 (1) GDPR",Non-compliance with lawful basis for data processing,,"The Romanian DPA filed ING Bank N.V. Amsterdam – Bucharest Office with EUR 3,000 for unlawfully processing the personal data of a former customer without his consent (e-mail address, and name), as part of a procedure to update the customer’s data."
460,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),09/17/2020,"Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,,"One of Vodafone’s customers received electronic bills via email despite having terminated his contract, which was a processing personal data without sufficient legal basis."
461,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,7800,Spanish Data Protection Authority (AEPD),09/22/2020,"Iweb Internet Learning, S.L. ","Art. 7 GDPR, Art. 12 GDPR, Art. 13 GDPR",Failure to comply with data processing principles,,"The company had a lack of information in the privacy policy section, and an inadequate obtainment of consent, since there was only a general type of consent without differentiating between various types of data processing purposes."
462,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),09/22/2020,"GLP Instalaciones 86, SL","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"The data subject wanted to install an air conditioning system, so he commissioned Naturgy Energy Group S.A. to do it. However, he was then contacted by two different companies, and one of them was GLP Instalaciones 86. They pretended to be Naturgy employees, yet the company denied this and further claimed that the two companies weren’t employees or collaborations of Naturgy. This resulted in the unlawful processing of personal data of the data subject, including the subject’s surname, telephone number, e-mail address, and bank details, without a sufficient legal basis."
463,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),09/25/2020,Xfera Moviles S.A.,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"The company did not remove the data subject’s personal data when his/her telephone services contact was cancelled. Moreover, the company sent a warning to the data subject post-cancellation, which was an unlawful processing of the data subject’s personal data."
464,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),09/30/2020,"Venu Sanz Chef, S.L.","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,The company unlawfully used personal data for marketing purposes.
465,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),10/03/2020,"Avata Hispania, S.L.","Art. 5 GDPR, Art. 6 GDPR, Art. 28 (3) g) GDPR",Failure to comply with data processing principles,,"The company processed the personal data of the data subject despite the termination of the contractual relationships between the two parties, which is a violation of Art. 28 (3) g) GDPR."
466,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,4000,Spanish Data Protection Authority (AEPD),10/06/2020,"Callesgarcia, S.L.","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,The company used a personal photo of the data subjects for marketing purposes without a sufficient legal basis.
467,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,60000,Spanish Data Protection Authority (AEPD),10/06/2020,Lycamobile,"Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"The company was fined to the unlawful processing of personal data without having the sufficient legal basis, due to the incorrect information related to the owners of prepaid phone cards (the confusion was between the actual owners of the prepaid cards and the registered owners in the company’s business register)."
468,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,5000,Spanish Data Protection Authority (AEPD),10/09/2020,Caja Rural San José de Nules S. Cooperativa de Crédito,Art. 5 (1) f) GDPR,Failure to comply with data processing principles,,"The company unlawfully published information containing the names and surnames of its employees. The data subject’s financial situates was illegally disclosed, as a result."
469,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,50000,Spanish Data Protection Authority (AEPD),10/09/2020,"Centro de Investigación y Estudio para la Obesidad, SL","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"The responsible party was fined for having transferred the data subject’s personal data to Evo Finance EFC, SA while processing a health insurance application, without being within its legal rights to do so, since the specific medical treatment was not carried out yet."
470,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,2000,Spanish Data Protection Authority (AEPD),10/09/2020,Private individual,"Art. 5 (1) c) GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,The private person was fined for using a CCTV camera that captured the foreign space of a neighbour.
471,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,900,Spanish Data Protection Authority (AEPD),10/09/2020,Café Restaurante B.B.B ,Art. 5 (1) c) GDPR,Failure to comply with data processing principles,,"The restaurant used a CCTV that also captured public space, which is a violation of the principle of data minimization."
472,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,50000,Spanish Data Protection Authority (AEPD),10/26/2020,Conseguridad SL,Art. 37 GDPR,No data protection officer appointed,,"The company, despite being a private security company for video surveillance systems, did not appoint a data protection officer, and it thus violated Art. 37 GDPR."
473,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,4000,Spanish Data Protection Authority (AEPD),10/26/2020,Organic Natur 03 S.L.,Art. 13 GDPR,Failure to comply with processing principles,,The company used a membership contract containing a pre-defined privacy policy that prevented any express consent and negotiation of the signing client.
474,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,4000,Spanish Data Protection Authority (AEPD),10/28/2020,"Play Orenes, S.L.",Art. 5 (1) c) GDPR,Failure to comply with data processing principles,,"The company unlawfully used a CCTV camera surveillance system to capture the public space, which is a violation of the principle of data minimization."
475,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,36000,Spanish Data Protection Authority (AEPD),10/28/2020,"Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,Unlawful processing of personal data of a data subject. This happened because of an error in the assignment procedure of the customer contracts.
476,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,30000,Spanish Data Protection Authority (AEPD),11/03/2020,"Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"The company unlawfully processed a data subject’s personal data due to a mix-up in the correct assignment of the customer contracts. Moreover, Vodafone imposed a debt from the data subject for this particular issue of mixing up the customers."
477,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,75000,Spanish Data Protection Authority (AEPD),11/05/2020,"Telefonica Moviles Espana, S.A.U.","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"The data subject complained to the DPA that the company had unlawfully issued invoices to him, and also collected the respective amounts from his bank account, without the data subject even being a customer of the company. The complaints against the company have yet to meet with any legal success."
478,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,20000,Spanish Data Protection Authority (AEPD),11/06/2020,Xfera Moviles S.A.,Art. 31 GDPR,Failure to implement sufficient measures to ensure information security,,The company failed to cooperate and comply with the AEPD when demanded specific information and documentation.
479,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),11/10/2020,"Miguel Ibáñez Bezanilla, S.L.","Art. 13 GDPR, Art. 32 GDPR",Non-compliance with lawful basis for data processing,,"The company’s website, which is a license plate seller, demanded personal information in the form of first and last name, copy of ID card and driver’s license, as well as the car’s VIN number, yet did not offer an updated data processing policy in accordance with the GDPR, or an encrypted transport protocol."
480,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,42000,Spanish Data Protection Authority (AEPD),11/11/2020,"Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,The company unlawfully ported a data subject’s phone number without the subject’s consent (there was no signature on the porting contract).
481,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,42000,Spanish Data Protection Authority (AEPD),11/16/2020,"Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,"Vodafone agreed, upon the contract termination in 2019, to delete the data subject’s personal data. However, the data subject kept receiving e-mails from the company, which is a violation of personal data without having a sufficient legal basis."
482,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,1600,Spanish Data Protection Authority (AEPD),11/16/2020,Homeowners Association, Art. 5 (1) c) GDPR,Failure to comply with data processing principles,,"The homeowners association used a CCTV surveillance system that captured some of the public space, which is a breach of the principle of data minimization."
483,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,2000,Spanish Data Protection Authority (AEPD),11/18/2020,"Anmavas 61, S.L.",Art. 58 GDPR,Non-cooperation with Data Protection Authority,,"Despite receiving a warning issued by the AEPD (Spanish Data Protection Authority), the company neither granted nor justifiably denied the right of the data subject to erase his/her data."
484,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,36000,Spanish Data Protection Authority (AEPD),11/19/2020,"Vodafone España, SAU","Art. 5 GDPR, Art. 6 GDPR",Failure to comply with data processing principles,,The company sent an invoice to the data subject without being able to prove that the data subject and the company were under a contractual clause.
485,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,12000,Spanish Data Protection Authority (AEPD),10/23/2020,Recambios Villalegre S.L.,"Art. 6 GDPR, Art. 13 GDPR",Failure to comply with data processing principles,,"The company unlawfully posted photos of a person on Facebook and accused the person of theft in other posts. The photos were obtained from the company’s video surveillance system. Moreover, the company encouraged others to share the posts and the photos, which resulted in hundreds of people humiliating, insulting, and threatening the respective individual. The AEPD fined the company EUR 10,000 for the publishing of the photos, and EUR 2,000 for failing to install a required sign for the video surveillance of the store."
486,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,40000,Spanish Data Protection Authority (AEPD),11/25/2020,Miraclia Telecomunicaciones S.L.,"Art. 6 GDPR, Art. 13 GDPR, Art. 14 GDPR",Failure to comply with data processing principles,,"The company violated Art. 6, 13, and 14 GDPR, which prompted the Spanish DPA (AEPD) to fine the company with EUR 40,000. The company is the operator of a phone prank app where you can prank other people by entering their phone numbers. The recipient of the call is called from a suppressed number and “pranked”. The APED took notice of a violation of the operator’s obligation to offer information regarding the collection of personal data of the person to be pranked. Moreover, the company does not inform the data subject (the person to be pranked and recorded) of his/her right to consent according to the provisions of the GDPR."
487,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,1200,Spanish Data Protection Authority (AEPD),11/27/2020,Private individual,Art. 5 (1) a) GDPR,Failure to comply with data processing principles,,"The private individual impersonated a third party on Tinder and WhatsApp through the use of the third-party’s photos as profile pictures. Moreover, these pictures were taken without the express consent of the data subject."
488,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,10000,Spanish Data Protection Authority (AEPD),12/02/2020,Losada Advocats S.L.,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,,"Losada Advocats S.L. violated Art. 5 (1) f) GDPR, Art. 32 GDPR by sending an e-mail to dozens of recipients, without including them on the BCC list (Blind Carbon Copy)."
489,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,5000,Spanish Data Protection Authority (AEPD),12/02/2020,"Asociación de Víctimas por Arbitrariedades Judiciales, (JAVA)",Art. 6 (1) GDPR,Failure to comply with data processing principles,,The association unlawfully published personal data of data subjects on its website. The specific personal data had been recorded during a previous legal proceeding without the data subjects’ consent.
490,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,3000,Spanish Data Protection Authority (AEPD),12/02/2020,"Comercio Online Levante, S.L.","Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to comply with data processing principles,,"Following a complaint from a woman to Comercio Online Levante, the Spanish AEPD discovered that the woman in question received access to the personal information of another user when accessing her personal user account of the online store perfumespremium.es."
491,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,6000,Spanish Data Protection Authority (AEPD),12/02/2020,"Servicio de Alojamientos Responsables, S.L.",Art. 6 (1) GDPR,Failure to comply with data processing principles,,"The company unlawfully concluded a contract in the name of the data subject without obtaining consent from the data subject first. Moreover, the data subject learned of this matter when he/she received a complaint about a breach of his/her contractual obligations. The AEPD concluded that the company had unlawfully processed the data subject’s personal data."
492,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,2400,Spanish Data Protection Authority (AEPD),12/03/2020,"Dr Marín Cirugia Plástica, S.L.P.",Art. 13 GDPR,Non-compliance with subjects' rights protection safeguards,,"The doctor had no privacy policy on his website, which is a violation of Art. 13 GDPR. The original fine was in the amount of EUR 4,000, though it was reduced to EUR 2,400 because the responsible party immediately acknowledged the debt and paid it in full."
493,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,10000,Spanish Data Protection Authority (AEPD),12/09/2020,Unknown,Art. 5 (1) f) GDPR,Failure to comply with data processing principles,,"The company violated Art. 5 GDPR by sending an e-mail to a third party, regarding the dismissing and settlement document of the data subject, thus unlawfully disclosing the data subject’s personal data without their express consent."
494,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,40000,Spanish Data Protection Authority (AEPD),12/09/2020,Xfera Moviles S.A.,Art. 6 (1) GDPR,Failure to comply with data processing principles,,"Xfera Moviles S.A. had insufficient legal basis to process personal data of a client who was registered as having two telephone and internet connections under his/her name. There was also a charge account attached to this. The data subjects claim they never signed any such contracts with the company. The AEPD discovered that the contracts had been concluded by fraudulent means (by third parties) using the personal data of the data subjects. However, the AEPD still considered that it was the company’s responsibility to verify whether the contracts in question had been lawfully and in concluded in good honesty by the actual data subjects, and whether the data subjects had given their consent for the collection and processing of their personal data."
495,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,4000,Spanish Data Protection Authority (AEPD),12/10/2020,"Borjamotor, S.A.",Art. 7 GDPR,Failure to comply with data processing principles,,"Borjamotor S.A. sent commercial advertisements to the data subject in question by means of e-mail and SMS, despite the data subject having revoked his/her consent to receive said advertisements, as well as a request to delete his/her personal data. Despite the company confirming this, the data subject kept receiving SMS and e-mail marketing materials."
496,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,5000000,Spanish Data Protection Authority (AEPD),12/11/2020,"Banco Bilbao Vizcaya Argentaria, S.A.","Art. 6 GDPR, Art. 13 GDPR",Failure to comply with data processing principles,,"The Spanish DPA (AEPD) fined Banco Bilbao Vizcaya Argentgaria S.A. with EUR 5,000,000 for violating Art. 13 GDPR (EUR 2,000,000) and Art. 6 GDPR (EUR 3,000,000). The bank had not used the precise terminology in its Privacy Policy, and it did not implement the necessary procedures to ask for the consent of the customers regarding the data processing. It also failed to provide the necessary information regarding the type of data it would process. The company’s privacy statement is not sufficiently clear about the legal basis of the data processing."
497,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,10000,Spanish Data Protection Authority (AEPD),12/15/2020,Online Services,"Art. 13 GDPR, Art. 8 (1) GDPR, Art. 6 (1) a) GDPR",Failure to comply with data processing principles,,"The company was fined with EUR 10,000 by the AEPD for violating Art. 13 GDPR, when it stated on its website privacy notice that a minimum age of 13 was required to subscribe to the newsletter. Moreover, when filing out the newsletter subscription form, the company would take that as a consent to the processing of personal data. However, Art. 8 GDPR states that people under-16-year-olds need the consent of the parents or persons with parental responsibility to consent to the data processing."
498,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,36000,Spanish Data Protection Authority (AEPD),12/21/2020,"Banco Bilbao Vizcaya Argentaria, S.A.",Art. 5 (1) d) GDPR,Failure to comply with data processing principles,,"Banco Bilbao Vizcaya Argentaria, S.A. (BBVA) demanded that the data subject settle the debts its debts, despite the data subject having no debts with the bank. BBVA then transmitted the personal information of the data subject to the debt collection company Multigestion Iberia, S.L., which contacted the data subject through phone and e-mail over the course of several months, asking the data subject to pay the debt to the bank. When the data subject demanded that his/her data be erased from the database of BBVA, the responsible party refused to do so."
499,https://www.privacyaffairs.com/wp-content/uploads/2019/10/spain.svg,Spain,6000,Spanish Data Protection Authority (AEPD),12/22/2020,"Iberdrola Clientes, SAU","Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 (4) LOPDGDD",Non-compliance with lawful basis for data processing,,"One data subject received marketing calls from two different phone numbers of Iberdrola Clientes SAU, despite the data subjecting being registered in the Robinson list. The company acknowledged this human error, saying that the phone numbers that the data subject received promotional calls from were not usually used for promotional purposes."
500,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,394000,Data Protection Authority of Sweden,11/24/2020,City of Stockholm,"Art. 5 GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,,"The City of Stockholm had a data breach on a school education platform, where one of the systems lacked the ability to restrict user access to the personal data, thus allowing several staff members with protected identities to access information about their students. Another sub-system let parents access personal information about other students with relative ease. Through Google, you could enter an administrative interface where obtaining information about teachers with a protected identity was made possible."
501,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,19500,Data Protection Authority of Swedenlop,11/25/2020,Gnosjo Municipality,"Art. 5 GDPR, Art. 6 GDPR, Art. 13 GDPR, Art. 35 GDPR, Art. 36 GDPR",Failure to comply with data processing principles,,The Municipality illegally used a video surveillance system in a care home for disabled people with specific functional disabilities.
502,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,2900000,Data Protection Authority of Sweden,12/03/2020,Capio St. Goran AB,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Failure to implement sufficient measures to ensure information security,,"The hospital failed to implement the necessary organizational and technical measures to ensure proper information security. The Swedish DPA found that the hospital carried out no risk analyses regarding access to patient data. The hospital information systems (Cosmic, Nationell patienttoversikt, and TakeCare) had not assigned the authorization for users according to the principle of minimum access. All the users had full access to all patient data, irrespective of work purposes or not."
503,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,390100,Data Protection Authority of Sweden,12/03/2020,Karolinska University Hospital of Solna,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Failure to implement sufficient measures to ensure information security,,"The hospital failed to implement the necessary organizational and technical measures to ensure proper information security. The Swedish DPA found that the hospital carried out no risk analyses regarding access to patient data. The hospital information system TakeCare had not assigned the authorization for users according to the principle of minimum access. All the users had full access to all patient data, irrespective of work purposes or not."
504,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,341300,Data Protection Authority of Sweden,12/03/2020,Sahlgrenska University Hospital,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Failure to implement sufficient measures to ensure information security,,"The hospital failed to implement the necessary organizational and technical measures to ensure proper information security. The Swedish DPA found that the hospital carried out no risk analyses regarding access to patient data. The hospital information systems Melior and Nationell patienttoversikt had not assigned the authorization for users according to the principle of minimum access. All the users had full access to all patient data, irrespective of work purposes or not. Moreover, the Melior information system did not keep any records of when or for what purpose the patient data was accessed."
505,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,243800,Data Protection Authority of Sweden,12/03/2020,Östergötland Region,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Failure to implement sufficient measures to ensure information security,,"The Östergötland Region failed to implement the necessary organizational and technical measures to ensure proper information security. The Swedish DPA found that the company carried out no risk analyses regarding access to patient data. The hospital information system Cosmic had not assigned the authorization for users according to the principle of minimum access. All the users had full access to all patient data, irrespective of work purposes or not. "
506,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,1168000,Data Protection Authority of Sweden,12/03/2020,Aleris Sjukvård AB,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Failure to implement sufficient measures to ensure information security,,"The Aleris Sjukvård AB failed to implement the necessary organizational and technical measures to ensure proper information security. The Swedish DPA found that the company carried out no risk analyses regarding access to patient data. The hospital information system Nationell patienttoversikt had not assigned the authorization for users according to the principle of minimum access. All the users had full access to all patient data, irrespective of work purposes or not."
507,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,1463000,Data Protection Authority of Sweden,12/03/2020,Aleris Sjukvård AB,"Art. 5 (1) f) GDPR, Art. 5 (2) GDPR, Art. 32 (1) GDPR, Art. 32 (2) GDPR",Failure to implement sufficient measures to ensure information security,,"The Aleris Sjukvård AB failed to implement the necessary organizational and technical measures to ensure proper information security. The Swedish DPA found that the company carried out no risk analyses regarding access to patient data. The hospital information system TakeCare had not assigned the authorization for users according to the principle of minimum access. All the users had full access to all patient data, irrespective of work purposes or not."
508,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,54000,Data Protection Authority of Sweden,12/11/2020,Umeå University,"Art. 5 (1) f) GDPR, Art. 32 (1), (2) GDPR",Failure to implement sufficient measures to ensure information security,,"The University failed to apply the appropriate organizational and technical measures to ensure proper data security. As part of a research project on male rape, information about police reports, containing names, ID numbers, contact details, health information, and details about the sex lives of data subjects, as well as information related to the suspected crime, were stored in the cloud of a U.S. service provider. The Swedish DPA notes that the cloud services don’t properly protect the sensitive data in a way fitting its significance. Moreover, one investigation report was sent to the Swedish police in an unencrypted form, and the responsible party did not document or report this incident to the DPA."
509,https://www.privacyaffairs.com/wp-content/uploads/2019/10/sweden.svg,Sweden,29500,Data Protection Authority of Sweden,12/15/2020,Uppsalahem AB,"Art. 5 GDPR, Art. 6 (1) f) GDPR",Failure to comply with data processing principles,,"The housing company installed a surveillance camera system to monitor a specific floor after repeated disturbances and security incidents occurred there. However, the surveillance system also captured the front door of a resident making it as such that, upon the door being opened, the camera would capture the inside of the apartment. While the original purpose of the housing company was legitimate, the residents’ right to privacy trumps that purpose."
510,https://www.privacyaffairs.com/wp-content/uploads/2019/10/united-kingdom.svg,United Kingdom,1405000,Information Commissioner (ICO),11/13/2020,Ticketmaster UK Limited,"Art. 5 (1) f) GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,,"Ticketmaster UK Limited received a fine of GBP 1.25 million or EUR 1.405 million for using inadequate protection measures to secure the personal data of its customers. More than 9.5 million European customers may have been affected by a data breach between February 2018 and June 23, 2018, because of a faulty chat bot hosted on a third-party online payment site, which made it easy for a potential attacker to gain access to customer’s financial details. The ICO discovered that, among the affected personal details, there were names, expiration dates and CVVs, full payment card numbers, and Ticketmaster passwords and usernames. During the investigation, the ICO also found out that more than 60,000 payment cards belonging to the Barclays Bank customers were fraudulent. Other international banks reported fraudulent activities to Ticketmaster, as well."
511,https://www.privacyaffairs.com/wp-content/uploads/2019/10/belgium.svg,Belgium,10000,Belgian Data Protection Authority (APD),12/23/2020,Unknown,"Art. 6 (1) GPDR, Art. 12 (3) GDPR, Art. 21 (1) GDPR",Failure to comply with data processing principles,,The data subject requested her right to object to the data controller’s administration of a fan page on Facebook without the data subject’s permission.
512,https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg,Czech Republic,118500,Czech Data Protection Authority (UOOU),01/04/2021,Unknown,"Art. 6 (1) GDPR, Art. 14 GDPR",Failure to comply with data processing principles,,"A total of 11 companies were fined a total of EUR 118,500 by the Czech DPA (UOOU) for sending unrequested marketing messages to multiple citizens’ mailboxes. The 11 companies misused their right to send postal data messages without being charged until the endo of the Covid-19 pandemic, a possibility brought by a decision of the Czech Republic at the end of October. The DPA considered that the companies had breached Art. 6 (1) GDPR by having no legal basis to send the marketing offers. Moreover, the companies engaged in a breach of Art. 14 GDPR by failing to inform the data subjects about the manner in which their personal data would be used."
513,https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg,France,20000,French Data Protection Authority (CNIL),01/05/2021,Nestor SAS,"Art. 12 GDPR, Art. 13 GDPR",Non-compliance with subjects' rights protection safeguards,,"The company was fined EUR 20,000 by the French DPA for failing to supply its Privacy Policy with the necessary information required by the GDPR. Moreover, the company also did not offer sufficient information regarding the data processing during the app registration of its users."
